instant,dteday,season,year,month,hours,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,day_category,humidity_category,time_of_day
7049,2011-10-26,Winter,2011,Oct,7,0,Wednesday,Weekdays,Clear,0.42,0.4242,71.0,0.1642,15,284,299,3,Sangat Lembab,Morning
7050,2011-10-26,Winter,2011,Oct,8,0,Wednesday,Weekdays,Misty,0.44,0.4394,67.0,0.194,26,438,464,3,Sangat Lembab,Morning
7051,2011-10-26,Winter,2011,Oct,9,0,Wednesday,Weekdays,Misty,0.48,0.4697,63.0,0.2239,14,226,240,3,Normal,Morning
7052,2011-10-26,Winter,2011,Oct,10,0,Wednesday,Weekdays,Misty,0.52,0.5,62.0,0.2537,26,105,131,3,Normal,Morning
7053,2011-10-26,Winter,2011,Oct,11,0,Wednesday,Weekdays,Clear,0.52,0.5,59.0,0.3284,23,132,155,3,Normal,Morning
7054,2011-10-26,Winter,2011,Oct,12,0,Wednesday,Weekdays,Light_rainsnow,0.58,0.5455,53.0,0.2239,39,155,194,3,Normal,Afternoon
7055,2011-10-26,Winter,2011,Oct,13,0,Wednesday,Weekdays,Light_rainsnow,0.56,0.5303,60.0,0.1045,20,62,82,3,Normal,Afternoon
7056,2011-10-26,Winter,2011,Oct,14,0,Wednesday,Weekdays,Misty,0.52,0.5,77.0,0.0,14,52,66,3,Sangat Lembab,Afternoon
7057,2011-10-26,Winter,2011,Oct,15,0,Wednesday,Weekdays,Misty,0.52,0.5,77.0,0.0,11,59,70,3,Sangat Lembab,Afternoon
7058,2011-10-26,Winter,2011,Oct,16,0,Wednesday,Weekdays,Misty,0.52,0.5,77.0,0.0896,17,196,213,3,Sangat Lembab,Afternoon
7059,2011-10-26,Winter,2011,Oct,17,0,Wednesday,Weekdays,Misty,0.52,0.5,77.0,0.1045,40,414,454,3,Sangat Lembab,Afternoon
7060,2011-10-26,Winter,2011,Oct,18,0,Wednesday,Weekdays,Clear,0.52,0.5,77.0,0.1642,55,398,453,3,Sangat Lembab,Evening
7061,2011-10-26,Winter,2011,Oct,19,0,Wednesday,Weekdays,Clear,0.5,0.4848,82.0,0.0,25,306,331,3,Sangat Lembab,Evening
7062,2011-10-26,Winter,2011,Oct,20,0,Wednesday,Weekdays,Clear,0.5,0.4848,88.0,0.0,27,180,207,3,Sangat Lembab,Evening
7063,2011-10-26,Winter,2011,Oct,21,0,Wednesday,Weekdays,Misty,0.52,0.5,77.0,0.0,17,140,157,3,Sangat Lembab,Evening
7064,2011-10-26,Winter,2011,Oct,22,0,Wednesday,Weekdays,Misty,0.48,0.4697,88.0,0.0896,23,112,135,3,Sangat Lembab,Evening
7065,2011-10-26,Winter,2011,Oct,23,0,Wednesday,Weekdays,Misty,0.48,0.4697,88.0,0.0896,3,72,75,3,Sangat Lembab,Evening
7066,2011-10-27,Winter,2011,Oct,0,0,Thursday,Weekdays,Clear,0.46,0.4545,94.0,0.0,3,23,26,4,Sangat Lembab,Night
7067,2011-10-27,Winter,2011,Oct,1,0,Thursday,Weekdays,Clear,0.46,0.4545,94.0,0.0,2,9,11,4,Sangat Lembab,Night
7068,2011-10-27,Winter,2011,Oct,2,0,Thursday,Weekdays,Light_rainsnow,0.46,0.4545,94.0,0.0,3,5,8,4,Sangat Lembab,Night
7069,2011-10-27,Winter,2011,Oct,3,0,Thursday,Weekdays,Light_rainsnow,0.46,0.4545,94.0,0.0,1,3,4,4,Sangat Lembab,Night
7070,2011-10-27,Winter,2011,Oct,4,0,Thursday,Weekdays,Light_rainsnow,0.48,0.4697,88.0,0.0,1,3,4,4,Sangat Lembab,Night
7071,2011-10-27,Winter,2011,Oct,5,0,Thursday,Weekdays,Light_rainsnow,0.48,0.4697,88.0,0.0896,1,14,15,4,Sangat Lembab,Night
7072,2011-10-27,Winter,2011,Oct,6,0,Thursday,Weekdays,Light_rainsnow,0.5,0.4848,82.0,0.0,4,42,46,4,Sangat Lembab,Morning
7073,2011-10-27,Winter,2011,Oct,7,0,Thursday,Weekdays,Misty,0.46,0.4545,94.0,0.0896,9,128,137,4,Sangat Lembab,Morning
7074,2011-10-27,Winter,2011,Oct,8,0,Thursday,Weekdays,Light_rainsnow,0.48,0.4697,88.0,0.194,12,304,316,4,Sangat Lembab,Morning
7075,2011-10-27,Winter,2011,Oct,9,0,Thursday,Weekdays,Misty,0.5,0.4848,82.0,0.1642,16,155,171,4,Sangat Lembab,Morning
7076,2011-10-27,Winter,2011,Oct,10,0,Thursday,Weekdays,Light_rainsnow,0.5,0.4848,88.0,0.194,10,52,62,4,Sangat Lembab,Morning
7077,2011-10-27,Winter,2011,Oct,11,0,Thursday,Weekdays,Light_rainsnow,0.5,0.4848,88.0,0.1343,8,44,52,4,Sangat Lembab,Morning
7078,2011-10-27,Winter,2011,Oct,12,0,Thursday,Weekdays,Light_rainsnow,0.5,0.4848,88.0,0.1343,8,45,53,4,Sangat Lembab,Afternoon
7079,2011-10-27,Winter,2011,Oct,13,0,Thursday,Weekdays,Misty,0.5,0.4848,88.0,0.1642,10,64,74,4,Sangat Lembab,Afternoon
7080,2011-10-27,Winter,2011,Oct,14,0,Thursday,Weekdays,Misty,0.52,0.5,83.0,0.0,16,76,92,4,Sangat Lembab,Afternoon
7081,2011-10-27,Winter,2011,Oct,15,0,Thursday,Weekdays,Misty,0.52,0.5,83.0,0.1045,12,95,107,4,Sangat Lembab,Afternoon
7082,2011-10-27,Winter,2011,Oct,16,0,Thursday,Weekdays,Misty,0.56,0.5303,73.0,0.1642,14,193,207,4,Sangat Lembab,Afternoon
7083,2011-10-27,Winter,2011,Oct,17,0,Thursday,Weekdays,Misty,0.5,0.4848,72.0,0.4627,31,291,322,4,Sangat Lembab,Afternoon
7084,2011-10-27,Winter,2011,Oct,18,0,Thursday,Weekdays,Misty,0.48,0.4697,67.0,0.4627,14,226,240,4,Sangat Lembab,Evening
7085,2011-10-27,Winter,2011,Oct,19,0,Thursday,Weekdays,Misty,0.44,0.4394,67.0,0.4627,19,200,219,4,Sangat Lembab,Evening
7086,2011-10-27,Winter,2011,Oct,20,0,Thursday,Weekdays,Clear,0.42,0.4242,67.0,0.4925,11,171,182,4,Sangat Lembab,Evening
7087,2011-10-27,Winter,2011,Oct,21,0,Thursday,Weekdays,Clear,0.4,0.4091,62.0,0.5224,13,119,132,4,Normal,Evening
7088,2011-10-27,Winter,2011,Oct,22,0,Thursday,Weekdays,Clear,0.36,0.3182,66.0,0.4925,14,97,111,4,Sangat Lembab,Evening
7089,2011-10-27,Winter,2011,Oct,23,0,Thursday,Weekdays,Clear,0.34,0.303,61.0,0.4179,8,60,68,4,Normal,Evening
7090,2011-10-28,Winter,2011,Oct,0,0,Friday,Weekdays,Clear,0.34,0.3182,66.0,0.2537,4,40,44,5,Sangat Lembab,Night
7091,2011-10-28,Winter,2011,Oct,1,0,Friday,Weekdays,Clear,0.32,0.303,66.0,0.2537,7,9,16,5,Sangat Lembab,Night
7092,2011-10-28,Winter,2011,Oct,2,0,Friday,Weekdays,Clear,0.32,0.303,66.0,0.2836,1,3,4,5,Sangat Lembab,Night
7093,2011-10-28,Winter,2011,Oct,3,0,Friday,Weekdays,Clear,0.3,0.2879,70.0,0.2836,4,4,8,5,Sangat Lembab,Night
7094,2011-10-28,Winter,2011,Oct,4,0,Friday,Weekdays,Clear,0.3,0.2879,65.0,0.2836,5,5,10,5,Sangat Lembab,Night
7095,2011-10-28,Winter,2011,Oct,5,0,Friday,Weekdays,Misty,0.3,0.2879,61.0,0.2537,0,25,25,5,Normal,Night
7096,2011-10-28,Winter,2011,Oct,6,0,Friday,Weekdays,Clear,0.28,0.2727,65.0,0.2537,1,74,75,5,Sangat Lembab,Morning
7097,2011-10-28,Winter,2011,Oct,7,0,Friday,Weekdays,Clear,0.28,0.2727,65.0,0.2537,6,199,205,5,Sangat Lembab,Morning
7098,2011-10-28,Winter,2011,Oct,8,0,Friday,Weekdays,Clear,0.3,0.2879,61.0,0.2836,13,361,374,5,Normal,Morning
7099,2011-10-28,Winter,2011,Oct,9,0,Friday,Weekdays,Clear,0.32,0.303,56.99999999999999,0.2239,19,210,229,5,Normal,Morning
7100,2011-10-28,Winter,2011,Oct,10,0,Friday,Weekdays,Clear,0.34,0.3182,56.99999999999999,0.2239,28,102,130,5,Normal,Morning
7101,2011-10-28,Winter,2011,Oct,11,0,Friday,Weekdays,Clear,0.36,0.3485,50.0,0.2239,40,128,168,5,Normal,Morning
7102,2011-10-28,Winter,2011,Oct,12,0,Friday,Weekdays,Misty,0.38,0.3939,40.0,0.1642,46,167,213,5,Sangat kering,Afternoon
7103,2011-10-28,Winter,2011,Oct,13,0,Friday,Weekdays,Misty,0.38,0.3939,42.0,0.2239,43,185,228,5,Sangat kering,Afternoon
7104,2011-10-28,Winter,2011,Oct,14,0,Friday,Weekdays,Misty,0.36,0.3485,46.0,0.194,33,152,185,5,Normal,Afternoon
7105,2011-10-28,Winter,2011,Oct,15,0,Friday,Weekdays,Misty,0.36,0.3333,43.0,0.2537,44,171,215,5,Sangat kering,Afternoon
7106,2011-10-28,Winter,2011,Oct,16,0,Friday,Weekdays,Misty,0.36,0.3485,46.0,0.1642,46,262,308,5,Normal,Afternoon
7107,2011-10-28,Winter,2011,Oct,17,0,Friday,Weekdays,Misty,0.36,0.3485,50.0,0.1343,35,411,446,5,Normal,Afternoon
7108,2011-10-28,Winter,2011,Oct,18,0,Friday,Weekdays,Misty,0.36,0.3485,53.0,0.1642,36,332,368,5,Normal,Evening
7109,2011-10-28,Winter,2011,Oct,19,0,Friday,Weekdays,Misty,0.36,0.3485,50.0,0.1343,16,188,204,5,Normal,Evening
7110,2011-10-28,Winter,2011,Oct,20,0,Friday,Weekdays,Light_rainsnow,0.34,0.3182,61.0,0.2239,12,131,143,5,Normal,Evening
7111,2011-10-28,Winter,2011,Oct,21,0,Friday,Weekdays,Light_rainsnow,0.32,0.3182,70.0,0.1642,5,69,74,5,Sangat Lembab,Evening
7112,2011-10-28,Winter,2011,Oct,22,0,Friday,Weekdays,Light_rainsnow,0.3,0.2879,75.0,0.2836,4,32,36,5,Sangat Lembab,Evening
7113,2011-10-28,Winter,2011,Oct,23,0,Friday,Weekdays,Light_rainsnow,0.3,0.2727,81.0,0.3284,8,31,39,5,Sangat Lembab,Evening
7114,2011-10-29,Winter,2011,Oct,0,0,Saturday,Weekend,Light_rainsnow,0.28,0.2576,87.0,0.2985,0,19,19,6,Sangat Lembab,Night
7115,2011-10-29,Winter,2011,Oct,1,0,Saturday,Weekend,Light_rainsnow,0.3,0.2727,87.0,0.2985,0,18,18,6,Sangat Lembab,Night
7116,2011-10-29,Winter,2011,Oct,2,0,Saturday,Weekend,Light_rainsnow,0.3,0.2727,87.0,0.2985,1,16,17,6,Sangat Lembab,Night
7117,2011-10-29,Winter,2011,Oct,3,0,Saturday,Weekend,Light_rainsnow,0.3,0.2727,81.0,0.4179,0,8,8,6,Sangat Lembab,Night
7118,2011-10-29,Winter,2011,Oct,4,0,Saturday,Weekend,Light_rainsnow,0.3,0.2727,81.0,0.4179,0,1,1,6,Sangat Lembab,Night
7119,2011-10-29,Winter,2011,Oct,5,0,Saturday,Weekend,Light_rainsnow,0.26,0.2273,93.0,0.3582,0,1,1,6,Sangat Lembab,Night
7120,2011-10-29,Winter,2011,Oct,6,0,Saturday,Weekend,Light_rainsnow,0.26,0.2273,87.0,0.3582,4,1,5,6,Sangat Lembab,Morning
7121,2011-10-29,Winter,2011,Oct,7,0,Saturday,Weekend,Light_rainsnow,0.26,0.2273,87.0,0.3582,1,6,7,6,Sangat Lembab,Morning
7122,2011-10-29,Winter,2011,Oct,8,0,Saturday,Weekend,Light_rainsnow,0.28,0.2576,87.0,0.3582,4,16,20,6,Sangat Lembab,Morning
7123,2011-10-29,Winter,2011,Oct,9,0,Saturday,Weekend,Light_rainsnow,0.28,0.2576,87.0,0.3582,1,19,20,6,Sangat Lembab,Morning
7124,2011-10-29,Winter,2011,Oct,10,0,Saturday,Weekend,Light_rainsnow,0.26,0.2273,93.0,0.3284,0,12,12,6,Sangat Lembab,Morning
7125,2011-10-29,Winter,2011,Oct,11,0,Saturday,Weekend,Light_rainsnow,0.26,0.2273,93.0,0.3881,1,26,27,6,Sangat Lembab,Morning
7126,2011-10-29,Winter,2011,Oct,12,0,Saturday,Weekend,Light_rainsnow,0.24,0.197,87.0,0.4925,6,44,50,6,Sangat Lembab,Afternoon
7127,2011-10-29,Winter,2011,Oct,13,0,Saturday,Weekend,Light_rainsnow,0.24,0.197,87.0,0.5224,0,30,30,6,Sangat Lembab,Afternoon
7128,2011-10-29,Winter,2011,Oct,14,0,Saturday,Weekend,Light_rainsnow,0.24,0.197,87.0,0.4478,0,29,29,6,Sangat Lembab,Afternoon
7129,2011-10-29,Winter,2011,Oct,15,0,Saturday,Weekend,Light_rainsnow,0.22,0.2121,93.0,0.2537,3,38,41,6,Sangat Lembab,Afternoon
7130,2011-10-29,Winter,2011,Oct,16,0,Saturday,Weekend,Light_rainsnow,0.22,0.197,93.0,0.3284,3,19,22,6,Sangat Lembab,Afternoon
7131,2011-10-29,Winter,2011,Oct,17,0,Saturday,Weekend,Light_rainsnow,0.22,0.197,93.0,0.3284,3,28,31,6,Sangat Lembab,Afternoon
7132,2011-10-29,Winter,2011,Oct,18,0,Saturday,Weekend,Light_rainsnow,0.22,0.197,93.0,0.3284,6,37,43,6,Sangat Lembab,Evening
7133,2011-10-29,Winter,2011,Oct,19,0,Saturday,Weekend,Clear,0.24,0.2121,87.0,0.3582,3,36,39,6,Sangat Lembab,Evening
7134,2011-10-29,Winter,2011,Oct,20,0,Saturday,Weekend,Clear,0.24,0.2121,87.0,0.3582,7,40,47,6,Sangat Lembab,Evening
7135,2011-10-29,Winter,2011,Oct,21,0,Saturday,Weekend,Clear,0.24,0.2121,87.0,0.3582,1,49,50,6,Sangat Lembab,Evening
7136,2011-10-29,Winter,2011,Oct,22,0,Saturday,Weekend,Clear,0.22,0.2121,87.0,0.2239,10,44,54,6,Sangat Lembab,Evening
7137,2011-10-29,Winter,2011,Oct,23,0,Saturday,Weekend,Clear,0.22,0.2273,87.0,0.194,3,33,36,6,Sangat Lembab,Evening
7138,2011-10-30,Winter,2011,Oct,0,0,Sunday,Weekend,Clear,0.22,0.2121,87.0,0.2239,7,47,54,0,Sangat Lembab,Night
7139,2011-10-30,Winter,2011,Oct,1,0,Sunday,Weekend,Clear,0.22,0.2121,87.0,0.2537,9,34,43,0,Sangat Lembab,Night
7140,2011-10-30,Winter,2011,Oct,2,0,Sunday,Weekend,Clear,0.22,0.2121,87.0,0.2836,7,43,50,0,Sangat Lembab,Night
7141,2011-10-30,Winter,2011,Oct,3,0,Sunday,Weekend,Clear,0.24,0.2121,75.0,0.3582,7,26,33,0,Sangat Lembab,Night
7142,2011-10-30,Winter,2011,Oct,4,0,Sunday,Weekend,Clear,0.22,0.197,80.0,0.3284,1,10,11,0,Sangat Lembab,Night
7143,2011-10-30,Winter,2011,Oct,5,0,Sunday,Weekend,Clear,0.24,0.2121,75.0,0.2985,0,4,4,0,Sangat Lembab,Night
7144,2011-10-30,Winter,2011,Oct,6,0,Sunday,Weekend,Clear,0.24,0.2273,75.0,0.2537,2,8,10,0,Sangat Lembab,Morning
7145,2011-10-30,Winter,2011,Oct,7,0,Sunday,Weekend,Clear,0.24,0.2879,75.0,0.0,7,15,22,0,Sangat Lembab,Morning
7146,2011-10-30,Winter,2011,Oct,8,0,Sunday,Weekend,Clear,0.26,0.2576,70.0,0.2239,20,60,80,0,Sangat Lembab,Morning
7147,2011-10-30,Winter,2011,Oct,9,0,Sunday,Weekend,Clear,0.3,0.2879,65.0,0.2537,55,92,147,0,Sangat Lembab,Morning
7148,2011-10-30,Winter,2011,Oct,10,0,Sunday,Weekend,Clear,0.32,0.3333,61.0,0.0896,53,125,178,0,Normal,Morning
7149,2011-10-30,Winter,2011,Oct,11,0,Sunday,Weekend,Clear,0.36,0.3485,53.0,0.2239,58,182,240,0,Normal,Morning
7150,2011-10-30,Winter,2011,Oct,12,0,Sunday,Weekend,Clear,0.38,0.3939,50.0,0.194,85,229,314,0,Normal,Afternoon
7151,2011-10-30,Winter,2011,Oct,13,0,Sunday,Weekend,Clear,0.4,0.4091,43.0,0.2239,113,232,345,0,Sangat kering,Afternoon
7152,2011-10-30,Winter,2011,Oct,14,0,Sunday,Weekend,Clear,0.42,0.4242,38.0,0.194,91,209,300,0,Sangat kering,Afternoon
7153,2011-10-30,Winter,2011,Oct,15,0,Sunday,Weekend,Clear,0.42,0.4242,35.0,0.1642,88,202,290,0,Sangat kering,Afternoon
7154,2011-10-30,Winter,2011,Oct,16,0,Sunday,Weekend,Clear,0.42,0.4242,32.0,0.1343,107,213,320,0,Sangat kering,Afternoon
7155,2011-10-30,Winter,2011,Oct,17,0,Sunday,Weekend,Clear,0.4,0.4091,35.0,0.1045,54,191,245,0,Sangat kering,Afternoon
7156,2011-10-30,Winter,2011,Oct,18,0,Sunday,Weekend,Clear,0.36,0.3485,40.0,0.1343,51,162,213,0,Sangat kering,Evening
7157,2011-10-30,Winter,2011,Oct,19,0,Sunday,Weekend,Clear,0.56,0.5303,49.0,0.2985,28,125,153,0,Normal,Evening
7158,2011-10-30,Winter,2011,Oct,20,0,Sunday,Weekend,Clear,0.34,0.3636,56.99999999999999,0.0,18,74,92,0,Normal,Evening
7159,2011-10-30,Winter,2011,Oct,21,0,Sunday,Weekend,Clear,0.32,0.3485,66.0,0.0,4,75,79,0,Sangat Lembab,Evening
7160,2011-10-30,Winter,2011,Oct,22,0,Sunday,Weekend,Clear,0.3,0.3333,75.0,0.0,13,58,71,0,Sangat Lembab,Evening
7161,2011-10-30,Winter,2011,Oct,23,0,Sunday,Weekend,Clear,0.26,0.303,87.0,0.0,7,30,37,0,Sangat Lembab,Evening
7162,2011-10-31,Winter,2011,Oct,0,0,Monday,Weekdays,Clear,0.26,0.303,87.0,0.0,3,20,23,1,Sangat Lembab,Night
7163,2011-10-31,Winter,2011,Oct,1,0,Monday,Weekdays,Clear,0.26,0.303,81.0,0.0,5,8,13,1,Sangat Lembab,Night
7164,2011-10-31,Winter,2011,Oct,2,0,Monday,Weekdays,Clear,0.24,0.2879,87.0,0.0,0,3,3,1,Sangat Lembab,Night
7165,2011-10-31,Winter,2011,Oct,3,0,Monday,Weekdays,Clear,0.24,0.2576,87.0,0.1045,0,3,3,1,Sangat Lembab,Night
7166,2011-10-31,Winter,2011,Oct,4,0,Monday,Weekdays,Clear,0.24,0.2879,87.0,0.0,1,5,6,1,Sangat Lembab,Night
7167,2011-10-31,Winter,2011,Oct,5,0,Monday,Weekdays,Clear,0.22,0.2727,93.0,0.0,0,18,18,1,Sangat Lembab,Night
7168,2011-10-31,Winter,2011,Oct,6,0,Monday,Weekdays,Clear,0.24,0.2879,87.0,0.0,4,82,86,1,Sangat Lembab,Morning
7169,2011-10-31,Winter,2011,Oct,7,0,Monday,Weekdays,Clear,0.24,0.2879,93.0,0.0,11,216,227,1,Sangat Lembab,Morning
7170,2011-10-31,Winter,2011,Oct,8,0,Monday,Weekdays,Misty,0.28,0.3182,87.0,0.0,17,355,372,1,Sangat Lembab,Morning
7171,2011-10-31,Winter,2011,Oct,9,0,Monday,Weekdays,Misty,0.32,0.3182,76.0,0.1642,14,197,211,1,Sangat Lembab,Morning
7172,2011-10-31,Winter,2011,Oct,10,0,Monday,Weekdays,Misty,0.36,0.3485,56.99999999999999,0.1642,18,87,105,1,Normal,Morning
7173,2011-10-31,Winter,2011,Oct,11,0,Monday,Weekdays,Clear,0.4,0.4091,50.0,0.1343,31,97,128,1,Normal,Morning
7174,2011-10-31,Winter,2011,Oct,12,0,Monday,Weekdays,Clear,0.42,0.4242,44.0,0.2239,30,140,170,1,Sangat kering,Afternoon
7175,2011-10-31,Winter,2011,Oct,13,0,Monday,Weekdays,Misty,0.44,0.4394,44.0,0.2239,24,128,152,1,Sangat kering,Afternoon
7176,2011-10-31,Winter,2011,Oct,14,0,Monday,Weekdays,Misty,0.44,0.4394,47.0,0.2239,22,119,141,1,Normal,Afternoon
7177,2011-10-31,Winter,2011,Oct,15,0,Monday,Weekdays,Clear,0.44,0.4394,47.0,0.1642,27,141,168,1,Normal,Afternoon
7178,2011-10-31,Winter,2011,Oct,16,0,Monday,Weekdays,Clear,0.42,0.4242,54.0,0.1642,30,242,272,1,Normal,Afternoon
7179,2011-10-31,Winter,2011,Oct,17,0,Monday,Weekdays,Clear,0.42,0.4242,54.0,0.1343,44,442,486,1,Normal,Afternoon
7180,2011-10-31,Winter,2011,Oct,18,0,Monday,Weekdays,Clear,0.4,0.4091,66.0,0.0896,30,392,422,1,Sangat Lembab,Evening
7181,2011-10-31,Winter,2011,Oct,19,0,Monday,Weekdays,Clear,0.4,0.4091,66.0,0.0896,12,226,238,1,Sangat Lembab,Evening
7182,2011-10-31,Winter,2011,Oct,20,0,Monday,Weekdays,Clear,0.4,0.4091,66.0,0.0896,18,154,172,1,Sangat Lembab,Evening
7183,2011-10-31,Winter,2011,Oct,21,0,Monday,Weekdays,Misty,0.36,0.3485,76.0,0.194,7,109,116,1,Sangat Lembab,Evening
7184,2011-10-31,Winter,2011,Oct,22,0,Monday,Weekdays,Misty,0.36,0.3485,76.0,0.194,8,77,85,1,Sangat Lembab,Evening
7185,2011-10-31,Winter,2011,Oct,23,0,Monday,Weekdays,Misty,0.36,0.3485,76.0,0.194,6,46,52,1,Sangat Lembab,Evening
7186,2011-11-01,Winter,2011,Nov,0,0,Tuesday,Weekdays,Misty,0.36,0.3485,87.0,0.1642,3,18,21,2,Sangat Lembab,Night
7187,2011-11-01,Winter,2011,Nov,1,0,Tuesday,Weekdays,Clear,0.36,0.3485,81.0,0.1343,3,8,11,2,Sangat Lembab,Night
7188,2011-11-01,Winter,2011,Nov,2,0,Tuesday,Weekdays,Misty,0.36,0.3485,81.0,0.1642,1,3,4,2,Sangat Lembab,Night
7189,2011-11-01,Winter,2011,Nov,3,0,Tuesday,Weekdays,Misty,0.36,0.3485,81.0,0.1343,1,5,6,2,Sangat Lembab,Night
7190,2011-11-01,Winter,2011,Nov,4,0,Tuesday,Weekdays,Clear,0.34,0.3182,81.0,0.2239,1,7,8,2,Sangat Lembab,Night
7191,2011-11-01,Winter,2011,Nov,5,0,Tuesday,Weekdays,Clear,0.32,0.3182,81.0,0.194,0,18,18,2,Sangat Lembab,Night
7192,2011-11-01,Winter,2011,Nov,6,0,Tuesday,Weekdays,Clear,0.32,0.3182,81.0,0.194,3,90,93,2,Sangat Lembab,Morning
7193,2011-11-01,Winter,2011,Nov,7,0,Tuesday,Weekdays,Clear,0.34,0.3333,76.0,0.194,8,246,254,2,Sangat Lembab,Morning
7194,2011-11-01,Winter,2011,Nov,8,0,Tuesday,Weekdays,Clear,0.36,0.3333,71.0,0.2537,17,402,419,2,Sangat Lembab,Morning
7195,2011-11-01,Winter,2011,Nov,9,0,Tuesday,Weekdays,Clear,0.4,0.4091,66.0,0.1642,16,206,222,2,Sangat Lembab,Morning
7196,2011-11-01,Winter,2011,Nov,10,0,Tuesday,Weekdays,Clear,0.44,0.4394,62.0,0.1343,21,114,135,2,Normal,Morning
7197,2011-11-01,Winter,2011,Nov,11,0,Tuesday,Weekdays,Clear,0.46,0.4545,63.0,0.1045,16,101,117,2,Normal,Morning
7198,2011-11-01,Winter,2011,Nov,12,0,Tuesday,Weekdays,Clear,0.5,0.4848,48.0,0.0896,23,153,176,2,Normal,Afternoon
7199,2011-11-01,Winter,2011,Nov,13,0,Tuesday,Weekdays,Clear,0.48,0.4697,55.00000000000001,0.194,20,147,167,2,Normal,Afternoon
7200,2011-11-01,Winter,2011,Nov,14,0,Tuesday,Weekdays,Clear,0.5,0.4848,48.0,0.2537,32,118,150,2,Normal,Afternoon
7201,2011-11-01,Winter,2011,Nov,15,0,Tuesday,Weekdays,Clear,0.5,0.4848,45.0,0.1343,38,148,186,2,Normal,Afternoon
7202,2011-11-01,Winter,2011,Nov,16,0,Tuesday,Weekdays,Clear,0.48,0.4697,44.0,0.1642,46,252,298,2,Sangat kering,Afternoon
7203,2011-11-01,Winter,2011,Nov,17,0,Tuesday,Weekdays,Clear,0.44,0.4394,54.0,0.1642,36,470,506,2,Normal,Afternoon
7204,2011-11-01,Winter,2011,Nov,18,0,Tuesday,Weekdays,Clear,0.42,0.4242,57.99999999999999,0.1045,39,421,460,2,Normal,Evening
7205,2011-11-01,Winter,2011,Nov,19,0,Tuesday,Weekdays,Clear,0.42,0.4242,57.99999999999999,0.0896,39,274,313,2,Normal,Evening
7206,2011-11-01,Winter,2011,Nov,20,0,Tuesday,Weekdays,Clear,0.4,0.4091,71.0,0.0,18,191,209,2,Sangat Lembab,Evening
7207,2011-11-01,Winter,2011,Nov,21,0,Tuesday,Weekdays,Clear,0.36,0.3788,81.0,0.0,13,114,127,2,Sangat Lembab,Evening
7208,2011-11-01,Winter,2011,Nov,22,0,Tuesday,Weekdays,Clear,0.36,0.3788,81.0,0.0,5,91,96,2,Sangat Lembab,Evening
7209,2011-11-01,Winter,2011,Nov,23,0,Tuesday,Weekdays,Clear,0.34,0.3636,87.0,0.0,11,61,72,2,Sangat Lembab,Evening
7210,2011-11-02,Winter,2011,Nov,0,0,Wednesday,Weekdays,Clear,0.32,0.3485,87.0,0.0,0,19,19,3,Sangat Lembab,Night
7211,2011-11-02,Winter,2011,Nov,1,0,Wednesday,Weekdays,Clear,0.3,0.3333,87.0,0.0,2,8,10,3,Sangat Lembab,Night
7212,2011-11-02,Winter,2011,Nov,2,0,Wednesday,Weekdays,Clear,0.3,0.3333,87.0,0.0,0,2,2,3,Sangat Lembab,Night
7213,2011-11-02,Winter,2011,Nov,3,0,Wednesday,Weekdays,Clear,0.3,0.3333,75.0,0.0,0,2,2,3,Sangat Lembab,Night
7214,2011-11-02,Winter,2011,Nov,4,0,Wednesday,Weekdays,Clear,0.3,0.3333,87.0,0.0,0,4,4,3,Sangat Lembab,Night
7215,2011-11-02,Winter,2011,Nov,5,0,Wednesday,Weekdays,Clear,0.3,0.3333,81.0,0.0,0,27,27,3,Sangat Lembab,Night
7216,2011-11-02,Winter,2011,Nov,6,0,Wednesday,Weekdays,Clear,0.3,0.3333,81.0,0.0,1,91,92,3,Sangat Lembab,Morning
7217,2011-11-02,Winter,2011,Nov,7,0,Wednesday,Weekdays,Clear,0.3,0.3333,81.0,0.0,11,240,251,3,Sangat Lembab,Morning
7218,2011-11-02,Winter,2011,Nov,8,0,Wednesday,Weekdays,Clear,0.32,0.3485,87.0,0.0,20,452,472,3,Sangat Lembab,Morning
7219,2011-11-02,Winter,2011,Nov,9,0,Wednesday,Weekdays,Clear,0.34,0.3636,87.0,0.0,15,213,228,3,Sangat Lembab,Morning
7220,2011-11-02,Winter,2011,Nov,10,0,Wednesday,Weekdays,Clear,0.4,0.4091,71.0,0.0896,25,108,133,3,Sangat Lembab,Morning
7221,2011-11-02,Winter,2011,Nov,11,0,Wednesday,Weekdays,Clear,0.42,0.4242,71.0,0.1343,27,117,144,3,Sangat Lembab,Morning
7222,2011-11-02,Winter,2011,Nov,12,0,Wednesday,Weekdays,Clear,0.46,0.4545,55.00000000000001,0.1642,32,157,189,3,Normal,Afternoon
7223,2011-11-02,Winter,2011,Nov,13,0,Wednesday,Weekdays,Clear,0.48,0.4697,48.0,0.1642,22,139,161,3,Normal,Afternoon
7224,2011-11-02,Winter,2011,Nov,14,0,Wednesday,Weekdays,Clear,0.5,0.4848,45.0,0.1642,40,132,172,3,Normal,Afternoon
7225,2011-11-02,Winter,2011,Nov,15,0,Wednesday,Weekdays,Clear,0.48,0.4697,51.0,0.1642,26,161,187,3,Normal,Afternoon
